reviewId,content,score,gender,location,date,Unnamed: 6,sentimiento_real,texto_limpio,Cluster,Palabras_Clave
42971669-3a46-419e-8a87-53aef39c5c6a,"Thanks for refund, I'll try to buy again",4,male,"Vienna, Austria",2021-09-28,,positiva,thank refund tri buy,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
46e15957-eaae-4d35-b496-31bd1f85b60f,nice,4,female,"Arequipa, Peru",2023-07-15,,positiva,nice,3,"nice, app, date, love, realli, good, place, chat, interest, cool"
a54a7733-19e9-4d48-821f-5e0e4f0d5b27,nice,4,male,"Marrakesh, Morocco",2022-09-06,,positiva,nice,3,"nice, app, date, love, realli, good, place, chat, interest, cool"
c00cd6bf-4c06-47e8-b539-5ed434537887,just started using. can it help me become President?,4,male,"Amsterdam, Netherlands",2021-04-27,,positiva,start use help becom presid,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
8bcb526d-af17-4e5d-8708-cd04b15c5584,good,4,male,"Helsinki, Finland",2020-11-29,,positiva,good,1,"good, far, date, experi, realli, see, work, thank, one, better"
3f4d6728-6da4-4ac1-8274-e9159e85a078,good,4,male,"Kampala, Uganda",2022-07-20,,positiva,good,1,"good, far, date, experi, realli, see, work, thank, one, better"
32d4445e-a77f-49d5-927e-a82fd2e29d9c,"would be great if you can see the chat and profile after someone unmatches you, so you know who it is. now sometimes it's not easy to remember who unmatched you.",4,male,"Helsinki, Finland",2021-03-26,,positiva,would great see chat profil someon unmatch know sometim easi rememb unmatch,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
818a8ff9-0477-4ae4-af41-c3e5f82870cf,good,4,female,"Lima, Peru",2023-04-22,,positiva,good,1,"good, far, date, experi, realli, see, work, thank, one, better"
94367c5e-2838-482f-a30f-b5dbc32e0549,"Have the premium version, but I guess the app kicked me out of it for some reason?",4,male,"Monterrey, Mexico",2022-09-29,,positiva,premium version guess kick reason,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
397538cb-17c3-48bf-a4d6-c8474248d74f,App UI is super cool and easy. App has decent no of profiles too. Pricing is little bit complicated. Even after you purchase premium you have to pay for complements.,4,male,"Zurich, Switzerland",2021-08-02,,positiva,ui super cool easi decent profil price littl bit complic even purchas premium pay complement,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
4c363f50-344b-4bc7-95b3-15463d73804b,"It's easy to use and nice you can message for free, if you match 😁",4,male,"Barcelona, Spain",2020-10-09,,positiva,easi use nice messag free match,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
3ea264ab-1d59-418a-96a7-5e005fc741f7,Honesty despite some flaws this is probably the best dating app for people looking for a relationship.,4,male,"Berlin, Germany",2021-09-17,,positiva,honesti despit flaw probabl best date peopl look relationship,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
c758bce0-011a-4257-9777-849bb41c33ad,"it's a good dating app with state of the art UI(interface) but I don't like the idea if matching with someone and the girl must initiate conversation and that within 42hrs maximum.It is also too costly,I thought tinder was most costly until I got to use bumble. Overall its okay,if u stick with it long enough.",4,male,"San Jose, United States",2022-10-12,,positiva,good date state art ui interfac like idea match someon girl must initi convers within also costli thought tinder costli got use bumbl overal okay u stick long enough,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
82eb7233-b7f4-4895-87fe-aafa5aa3a7b3,easy to talk,4,male,"Munich, Germany",2021-05-19,,positiva,easi talk,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
0c8d7d8d-4c07-4917-8f85-dccf71227d6f,I am unable to recharge and i receive a mesage which however is not helpful,4,male,"Amsterdam, Netherlands",2021-09-15,,positiva,unabl recharg receiv mesag howev help,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
3bb0ead6-2995-46dc-93ee-25d4afb2ca79,"this app osm , but only grils, boy is not matching , this time waste",4,female,"Melbourne, Australia",2024-01-02,,positiva,osm gril boy match wast,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
021cd5ca-ab56-45be-9520-4c23794db90f,very good application 👍,4,female,"Brasília, Brazil",2023-05-01,,positiva,good,1,"good, far, date, experi, realli, see, work, thank, one, better"
84c05bc4-9d9c-431e-be97-796ec54b6362,have pay if u want to do or go anywhere on this app,4,male,"Budapest, Hungary",2021-07-04,,positiva,pay u want go anywher,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
586b52c1-acab-429e-bc3f-e9e676237641,its good,4,male,"Lyon, France",2021-08-25,,positiva,good,1,"good, far, date, experi, realli, see, work, thank, one, better"
8b3ccfb9-455d-4061-8c76-7c7f91360331,good,4,male,"Boston, United States",2023-01-07,,positiva,good,1,"good, far, date, experi, realli, see, work, thank, one, better"
4222cd0e-87e5-4a9c-a2b0-72b49f3cbe43,its a great app. I just hate the time limits,4,female,"Auckland, New Zealand",2023-12-21,,positiva,great hate limit,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
d506488d-058c-41af-a30a-da1fb464ea3b,great,4,male,"Delhi, India",2021-12-17,,positiva,great,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
5e8d97b9-c8a1-49f3-9345-01cc27766641,"Kalo gw dapet jodoh dimari, gw kasih bintang 5",4,male,"Zurich, Switzerland",2020-10-26,,positiva,kalo gw dapet jodoh dimari gw kasih bintang,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
5a3a8b54-235f-47f7-a8f5-1895c1cdef61,"Love this App. Speed dating is great idea.. would be nice to limit age, ethnicity, location etc for speed dates...",4,female,"Arequipa, Peru",2023-06-08,,positiva,love speed date great idea would nice limit age ethnic locat etc speed date,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
3a88097a-3a5d-470a-a048-ac26ecda3a98,Met a hot girl who's into ME!,4,male,"Shanghai, China",2022-04-08,,positiva,met hot girl,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
44766077-3e09-4082-ad5c-7e681eead03e,It's good to use it.,4,male,"Addis Ababa, Ethiopia",2022-09-04,,positiva,good use,1,"good, far, date, experi, realli, see, work, thank, one, better"
3416f040-e665-4df6-8668-6fb28b92fa0b,"It's a pretty solid dating app overall. I bought lifetime premium bc f*** it why not. Honestly, I don't regret the purchase. That said, I do think you should be able to undo likes. I promise you it's so much worse of a feeling to match with someone only to be instantly unmatched bc the person simply couldn't undo their like.",4,male,"Dakar, Senegal",2022-07-28,,positiva,pretti solid date overal bought lifetim premium bc f honestli regret purchas said think abl undo like promis much wors feel match someon instantli unmatch bc person simpli could undo like,0,"like, peopl, feel, compar, match, realli, alway, seem, date, intent"
402cc194-d2e3-4240-b3b0-a02196c1fe59,so far so good. I am trying this for the new year.,4,male,"Seattle, United States",2022-11-01,,positiva,far good tri new year,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
0b27bee3-46da-4d3c-911c-049c9e2501d8,"I bought premium. Pros: - ""Free"" boost every week or so (if you can call it free) - App will automatically use boost during peak times - Good filter options and have the ability to ""show other people if you run out."" Giving the option the have strict or flexible filter - ""Free"" super swipes Cons - Compliments: These effectively let you message someone whilst directly referencing a prompt or image in the person's profile. It used to be Free but now is behind a pay wall... Even as premium user.",4,male,"New York, United States",2023-02-19,,positiva,bought premium pro free boost everi week call free automat use boost peak time good filter option abil show peopl run give option strict flexibl filter free super swipe con compliment effect let messag someon whilst directli referenc prompt imag person profil use free behind pay wall even premium user,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
ccf800ea-6b6c-45c4-99ab-b51a35a4fdda,This app is definitely better than all the others I've tried. Facebook dating is the only one that would come close. I pay for premium which is a little pricey for what you get but overall I'm satisfied.,4,male,"Seoul, South Korea",2021-12-24,,positiva,definit better other tri facebook date one would come close pay premium littl pricey get overal satisfi,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
1a4483a8-3eb4-476e-b9e5-fa4f2bcb09b5,77o,4,female,"Brasília, Brazil",2023-08-10,,positiva,,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
d8b704a3-1181-4c01-910a-0567b6a32dfd,noice,4,male,"Milan, Italy",2020-11-21,,positiva,noic,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
dec500b6-6294-42e2-a8ac-601435a3928b,"The app is easy to use and has the added bonus of removing those you dismissed from your potential matches. Yet, it is annoying being constantly reminded that you should upgrade to a premium subscription.",4,male,"Tijuana, Mexico",2022-11-03,,positiva,easi use ad bonu remov dismiss potenti match yet annoy constantli remind upgrad premium subscript,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
bfb1c6eb-0c32-4117-ab47-91dd5962a108,nice,4,male,"Manchester, United Kingdom",2021-11-01,,positiva,nice,3,"nice, app, date, love, realli, good, place, chat, interest, cool"
f746e109-9c7d-4724-ab39-a4f9cb91a51f,"I've just joined, but I feel good",4,male,"Marrakesh, Morocco",2022-07-11,,positiva,join feel good,1,"good, far, date, experi, realli, see, work, thank, one, better"
a7955eb9-c386-43bf-a037-3640c7c1e4a7,don't know how to use messaging feature,4,male,"Lyon, France",2021-07-29,,positiva,know use messag featur,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
ff522cd1-4c21-4b86-aa30-08bd5bb1b219,These guys are cheaters... after receiving the payment they didn't activate my premium membership 😡😡...,4,male,"Geneva, Switzerland",2021-09-26,,positiva,guy cheater receiv payment activ premium membership,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
10cb9381-8f75-4c2e-ad3c-9e695c350d86,Pretty good,4,male,"Ottawa, Canada",2023-01-06,,positiva,pretti good,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
f89607a7-17f6-4e71-90fc-5c17f66a2cd3,"It seems legitimate dating site, but still have not gotten a match, which as an average guy is no shock.",4,male,"Berlin, Germany",2021-10-06,,positiva,seem legitim date site still gotten match averag guy shock,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
1f11be51-6322-4122-9ffb-ceae330018cb,Nice,4,male,"Algiers, Algeria",2022-05-09,,positiva,nice,3,"nice, app, date, love, realli, good, place, chat, interest, cool"
0e11e235-67fc-41c3-98a7-3581e03a1493,j bui.,4,male,"San Jose, United States",2023-02-22,,positiva,j bui,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
44d729ed-3efc-482b-8043-8803b05a16b0,works pretty well but a bit annoying having premium shoved in your face every few minutes.,4,female,"Gold Coast, Australia",2023-11-10,,positiva,work pretti well bit annoy premium shove face everi minut,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
c16ef2cf-d235-401d-8fdf-45efd9dba315,"At the bigining, Bumble was great Now, it is getting better and better again than couple years ago .",4,male,"Athens, Greece",2021-05-14,,positiva,bigin bumbl great get better better coupl year ago,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
daad8afc-d213-457a-83ab-428093255f50,It's amazing I haven't use it for long but it's going well so far,4,male,"Mombasa, Kenya",2022-07-02,,positiva,amaz use long go well far,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
5687e0db-fb7c-4ba1-afd6-61d50f3e9bca,"nice, great way to meet like minded, interested woman",4,male,"Medellín, Colombia",2023-03-16,,positiva,nice great way meet like mind interest woman,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
0f6d7460-9262-4a4f-88c1-6630471f3fb2,"Met a good friend on here, tho nobody else ever talked to me so good luck with dating or friendship making",4,male,"Casablanca, Morocco",2022-07-07,,positiva,met good friend tho nobodi els ever talk good luck date friendship make,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
f7e701e2-06f4-4ee6-919a-1271ac6fa0a1,"Pay wall expensive but very fluid app. See if it's productive. If I meet some people for my desired reasons, I come back and change it to 5*",4,female,"Cali, Colombia",2023-05-08,,positiva,pay wall expens fluid see product meet peopl desir reason come back chang,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
dcc7622b-34bd-4c1e-bf8a-8cb00ed9baca,Women must talk to me first. W,4,male,"Rio de Janeiro, Brazil",2023-03-20,,positiva,women must talk first w,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
d8c82eba-9472-4775-9f86-c1d5fd42d4fb,Awesome,4,female,"Rosario, Argentina",2023-04-17,,positiva,awesom,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
aec5266c-aa68-4a9b-9ae3-607ee1c7a8dc,This app is great and I enjoyed my experience using it and hope it adds more filters to make searching for the one easier,4,female,"Guayaquil, Ecuador",2023-04-21,,positiva,great enjoy experi use hope add filter make search one easier,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
b743d5f3-ef2e-405c-bc2a-dde229b48fba,The likes should be increased and subscription shouldnt be only through card alone but also with transfers to a particular account,4,female,"Suva, Fiji",2023-09-04,,positiva,like increas subscript shouldnt card alon also transfer particular account,0,"like, peopl, feel, compar, match, realli, alway, seem, date, intent"
a8d6cd65-def4-4d54-b875-0eec0057b6ec,Haven'tryed them,4,male,"Dubai, United Arab Emirates",2022-04-01,,positiva,,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
4e3579b7-3556-45b9-bfcc-65d555a56ce2,Good,4,male,"Ho Chi Minh City, Vietnam",2022-04-08,,positiva,good,1,"good, far, date, experi, realli, see, work, thank, one, better"
15c5a5a8-05a5-446b-bf68-007a38666130,Really Great. No seriously.,4,male,"Edinburgh, United Kingdom",2021-03-24,,positiva,realli great serious,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
1712aef8-1934-4ca2-a925-3dc109603611,"I've had bumble before so I know it's decent, but I'm having a problem, (which I'm not sure if it's my device or the app.) When I click ""continue with Facebook"" it takes me to a white screen, then another that loads for a few seconds before closing both and bringing me back to the first screen.",4,male,"Budapest, Hungary",2021-07-10,,positiva,bumbl know decent problem sure devic click continu facebook take white screen anoth load second close bring back first screen,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
9a841e26-8b40-4faf-a41d-76516528bfdd,it must be free,4,male,"Stockholm, Sweden",2021-08-20,,positiva,must free,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
d54c7d9b-e970-4039-8a05-f86b0c69f598,"It's actually refreshing to have women making the first move. However, 24 hours to respond is not enough time. And I haven't been able to send any compliments on a long time.",4,male,"Medellín, Colombia",2023-03-11,,positiva,actual refresh women make first move howev hour respond enough abl send compliment long,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
f5c6a6da-dca9-4000-8e39-12f77b87b487,"good app, can be more affortable",4,male,"Madrid, Spain",2021-04-06,,positiva,good affort,1,"good, far, date, experi, realli, see, work, thank, one, better"
af759600-95d9-419f-bd01-019a1a558442,good,4,male,"Jacksonville, United States",2023-02-21,,positiva,good,1,"good, far, date, experi, realli, see, work, thank, one, better"
65f3e00e-8fb1-4d67-bffb-df0298ad4a70,pay to do anything. but not bad,4,male,"Nairobi, Kenya",2022-09-20,,positiva,pay anyth bad,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
6367df47-fb1f-4617-a888-1ab4dcd195e0,good,4,female,"Gold Coast, Australia",2023-10-30,,positiva,good,1,"good, far, date, experi, realli, see, work, thank, one, better"
7079fedb-e400-4748-b533-c071548cb9c9,Haven't got match so far but so far so good,4,male,"Dallas, United States",2023-02-24,,positiva,got match far far good,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
77ae9a5b-7f68-430f-8b8e-0ed5ce710496,Did I want to pay for message someone,4,male,"Monterrey, Mexico",2023-01-23,,positiva,want pay messag someon,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
7fb39371-fea8-47dd-888e-1f194a2e9456,"I've been here a week or two. It's kinda dead. Must've liked a thousand profiles, but I remain optimistic. The app itself is pretty cool though, I do enjoy using it. It's simple. Plenty of options and customization. I enjoy it.",4,male,"Lisbon, Portugal",2020-12-28,,positiva,week two kinda dead must like thousand profil remain optimist pretti cool though enjoy use simpl plenti option custom enjoy,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
a330dcdf-c408-4ad1-b3d9-f0432671d765,Bumble has a been go to dating app for awhile. I've enjoyed the experiences I've had because of it. I'd say hinge is honestly alot better in my opinion regarding conversating and matching with real people and not trash only fans women lol. Anywho I strongly suggest the option for a filter to take Trans out of out swiping pool. When I say I'm looking for a woman I want a woman not Trans woman man. Smfh. I respect Trans but im not looking for a Trans women so give us a filter option for that lol.,4,male,"Harare, Zimbabwe",2022-06-03,,positiva,bumbl go date awhil enjoy experi say hing honestli alot better opinion regard convers match real peopl trash fan women lol anywho strongli suggest option filter take tran swipe pool say look woman want woman tran woman man smfh respect tran im look tran women give us filter option lol,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
14c24020-79c0-4459-9e32-1ddc88a2a7fe,Good app functionality. the location algorithm should be improved,4,female,"Córdoba, Argentina",2023-04-10,,positiva,good function locat algorithm improv,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
6a812272-d2df-48c8-ab61-bec18d1f6c68,Good app. Wish there was a way to have a timer to say when you got more likes,4,male,"Athens, Greece",2021-09-16,,positiva,good wish way timer say got like,0,"like, peopl, feel, compar, match, realli, alway, seem, date, intent"
8ed087bd-621a-41f7-b4c1-24b281631d6d,good,4,male,"Tripoli, Libya",2022-05-25,,positiva,good,1,"good, far, date, experi, realli, see, work, thank, one, better"
5a09bed8-35b2-4a08-b3d4-8c958c817b07,I'm just getting the hang of it ask me again,4,male,"Helsinki, Finland",2021-09-28,,positiva,get hang ask,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
81da668f-13c9-4e24-b878-d8fe76e2e4b1,💪,4,male,"Osaka, Japan",2022-03-27,,positiva,,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
fe9fd75a-4902-4f7c-bead-4b504a952b36,"I changed my mind I'll give this a 4 l, my brother found his wife on here, if he can find his Mrs, I sure as hell can, so ladies feel free to message me about anything you wanna know, pics add like 5 lbs to my face, I'm much better looking in person",4,male,"Madrid, Spain",2021-07-20,,positiva,chang mind give l brother found wife find mr sure hell ladi feel free messag anyth wan na know pic add like lb face much better look person,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
92eea99c-d618-448d-b9b7-fd127ce56534,easiest way to make girlfriends.,4,male,"Accra, Ghana",2022-08-14,,positiva,easiest way make girlfriend,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
56be4b6d-3ffa-4d54-b27b-18f634e78a50,great one,4,female,"Canberra, Australia",2023-11-23,,positiva,great one,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
f051479e-8bd1-4547-a434-f7587fd9f64c,good,4,male,"Helsinki, Finland",2021-06-18,,positiva,good,1,"good, far, date, experi, realli, see, work, thank, one, better"
8ad2e2b4-b28f-4802-8090-06f66314e007,"Over a hundred interests in couple of hours but no match, which leads me to believe that the app intentionally mismatch people so they have to purchase premium. anyone with the same problem? Maybe hundreds are just the norm here.",4,male,"Bali, Indonesia",2022-03-13,,positiva,hundr interest coupl hour match lead believ intent mismatch peopl purchas premium anyon problem mayb hundr norm,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
35a1ab58-0c1f-49f7-a92e-0f289ff1a85a,Good. But allowing to send one message/compliment to each profile will be appreciated and make me to give 5 stars rating,4,female,"Lima, Peru",2023-04-18,,positiva,good allow send one profil appreci make give star rate,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
7870c606-1401-4440-9b53-cac306d93ccf,need to be free for few connect,4,male,"Edinburgh, United Kingdom",2021-03-17,,positiva,need free connect,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
3a226535-49fc-4400-b1a3-8443c390527f,Never get the man from this app lol,4,female,"Brisbane, Australia",2023-10-10,,positiva,never get man lol,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
9b5ade32-c4c7-41bf-88c2-73bded04edba,"wow,?!!! 🌞🖕",4,male,"Lahore, Pakistan",2022-01-18,,positiva,wow,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
80e9ebd2-03a7-4530-8764-c0d074a3e431,"I installed about 5 dating apps recently. Bumble is by far the best. I appreciate the options between BFF and dating, and the profile formats on a phone. in my area Bumble seems to attract a lot of respectful, intelligent, kind, genuine people, once I discern through those I don't want to meet with based on their profiles. I've met up with three people in a month for having the app and they've all been positive experiences!",4,male,"Berlin, Germany",2021-10-27,,positiva,instal date app recent bumbl far best appreci option bff date profil format phone area bumbl seem attract lot respect intellig kind genuin peopl discern want meet base profil met three peopl month posit experi,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
02aa7484-9a94-48e7-b141-a9ce2490c4f2,Lovely app! still a bit tough for guys to use in comparison to girls,4,male,"Algiers, Algeria",2022-08-28,,positiva,love still bit tough guy use comparison girl,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
a597666f-d64c-4017-8f88-e93af747fad1,Great app though,4,male,"Madrid, Spain",2021-07-25,,positiva,great though,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
04eb5b30-f22a-4135-9cf5-5f6ab486768c,Amazing mingling forum,4,female,"Santa Cruz, Bolivia",2023-06-09,,positiva,amaz mingl forum,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
5cbe9338-0809-43b4-bf1c-c95ebc667ba5,"there are a few glitches when in comes to hiding and blocking people, but other than that my experience has beeb good",4,female,"Wellington, New Zealand",2023-09-03,,positiva,glitch come hide block peopl experi beeb good,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
2a355a89-413b-470f-909c-56e635348069,good 😊,4,female,"Arequipa, Peru",2023-07-06,,positiva,good,1,"good, far, date, experi, realli, see, work, thank, one, better"
3feddfe7-7e9b-4d10-bdc1-49cd6439b29f,Well not really bad,4,male,"Beijing, China",2021-11-27,,positiva,well realli bad,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
f53b00b5-ec5b-4639-9550-cf2c44a0f94d,nice app,4,male,"Prague, Czech Republic",2021-03-23,,positiva,nice,3,"nice, app, date, love, realli, good, place, chat, interest, cool"
8cf4cc25-67f3-4989-a887-8db9adfad5cc,"Ban vô lý, đội ngũ hộ trợ thì liên lạc không được 🥰",4,male,"Toronto, Canada",2022-10-01,,positiva,ban vô lý đội ngũ hộ trợ thì liên lạc không được,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
f286dc52-c42e-454d-b6dd-278df2c61ef7,"Bumble has a lot of users, which is good. There isn't a great selection of interests to choose from. Seems like the app developers are woke leftists by some stuff in the app.",4,female,"Suva, Fiji",2024-01-18,,positiva,bumbl lot user good great select interest choos seem like develop woke leftist stuff,0,"like, peopl, feel, compar, match, realli, alway, seem, date, intent"
977df250-656d-473b-9130-2dd4ff0fa7c9,Farc MAGA,4,female,"Bogotá, Colombia",2023-05-30,,positiva,farc maga,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
5fc947cd-539e-4b09-9468-28eb04650db7,its okay,4,male,"Brasília, Brazil",2023-03-15,,positiva,okay,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
d6d32835-421f-4692-99a5-e6c5b29e5969,great,4,male,"Hong Kong, China",2022-01-09,,positiva,great,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
e2576bfe-186e-4c63-b32d-7bf8330d3eee,great,4,male,"Osaka, Japan",2022-02-02,,positiva,great,2,"great, love, date, best, use, bumbl, good, peopl, better, awesom"
