reviewId,content,score,gender,location,date,sentimiento_analisis,texto_limpio,Cluster_Dominante,Palabras_Clave
847c14a7-d2ad-42bf-8d13-a88c827094d1,"It suffers from a lot of the same drawbacks as other swiping apps,but it has some redeeming qualities. I do have one suggestion to improve the app experience: remove the profile questions from the paid """"Compliments"""" system and instead put it on a limited-per-day Answer system. Answers to a question that a user asks shouldn't be paywalled,as it's not an unsolicited interaction. However,they can be limited per day,just like swipes,in order to incentivize being selective on who you answer.",3,male,"Amsterdam,Netherlands",2019-05-01,neutra,suffer lot drawback swipe app redeem qualiti suggest improv experi remov profil question paid compliment system instead put answer system answer_question user ask paywal unsolicit interact howev limit per_day swipe order incentiv select answer,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
ea0b79ff-781b-48ee-9243-d7b03765836f,the functions for when you pay are bad. you do not get unlimited conversations. also this site drains you for money that way.,3,male,"Frankfurt,Germany",2019-10-29,neutra,function pay bad unlimit convers site drain money,4,"ok, expens, cool, want, free, see, girl, pay, money, star"
1f34914c-3255-454e-b0ba-71dce7d46560,"I'm a paying member,but the system always asks for more payments if we want a better experience",3,male,"Mexico City,Mexico",2021-02-01,neutra,pay member system alway_ask payment want better experi,2,"work, use, issu, still, need, day, tri, week, messag, help"
67dfe224-94ec-4413-9ed9-b081a31b3f71,"App loads 1 of every 3 times I open it; otherwise it just spins and doesn't load anything. Not an internet issue,but a sporadic app issue it seems.",3,female,"São Paulo,Brazil",2021-08-02,neutra,load everi time open otherwis spin load_anyth internet issu sporad issu seem,2,"work, use, issu, still, need, day, tri, week, messag, help"
cd906cbb-1a8f-4e9c-8ca8-b934f14b0e32,crashes alot,3,male,"Valencia,Spain",2019-10-25,neutra,crash alot,1,"subscript, pay, think, women, show, want, yet, compliment, profil, keep"
5c95c697-88a8-4c7e-8bd5-7db96843734f,"limited access to chats,and likes",3,male,"Jakarta,Indonesia",2019-12-23,neutra,limit access chat like,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
1546669c-90e5-4326-818d-c2140d642d8d,your making payments for everything I can't receive messages I can't see any match,3,male,"Boston,United States",2021-03-25,neutra,make payment everyth receiv_messag see,2,"work, use, issu, still, need, day, tri, week, messag, help"
d7031afa-7a45-4333-855a-e14677b1c142,"My biggest gripe with Bumble is the subscription cost. $30 for one week,or $60 for one month. I had two conversations in the first 3 weeks,and then after subbing,I got 1 Like from using a spotlight. Only gives 1 spotlight per week,but tries to get you to use 2,so you have to buy another one... Dating apps have gone the way of the dollar bill. I've been using dating apps since 2012 with decent success,but they have all since changed the way they operate.",3,female,"Rosario,Argentina",2021-05-21,neutra,biggest gripe subscript cost week month two convers first week sub use spotlight give spotlight_per week tri buy anoth app gone dollar bill use app sinc decent success sinc chang oper,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
165b9d9f-d786-4010-910a-c672c9a24235,"Well back kn this app after 4 years. Trying to update the account and I noticed I can't put more than one job as active. In these days,we call life we need to work 2 or more jobs. It would be nice to have the option for having more than one active at a time.",3,male,"Warsaw,Poland",2019-05-23,neutra,well back kn year tri updat account notic put job activ day call life need work job nice option activ,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
3596b664-6bab-40dd-853b-f6f1d65e8dd4,every girl not reply,3,male,"Mumbai,India",2020-02-20,neutra,everi girl repli,2,"work, use, issu, still, need, day, tri, week, messag, help"
3baa4388-8130-488b-b6b6-84e86175b663,"it's a nice app... once I connect with someone nice,I'll give it more rating",3,male,"Seville,Spain",2018-10-24,neutra,nice connect someon nice give rate,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
fce793c7-4fa0-49c5-b320-b93b2587fa39,"It's okay,but I wish I had a way to chat to eachother",3,male,"Beijing,China",2020-02-18,neutra,okay wish chat eachoth,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
43faf784-cd73-4e49-8d79-d1c636a5475e,just as good as the rest,3,female,"Sydney,Australia",2021-10-08,neutra,good rest,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
e41aee2d-977e-4bfe-b113-6622d297ef9a,why can't we chat without paying,3,male,"Krakow,Poland",2018-12-29,neutra,chat without_pay,1,"subscript, pay, think, women, show, want, yet, compliment, profil, keep"
16c66a7e-41ee-4ed5-91d5-5d28ab86e610,"sure,it's decent at times,never know wht good will come of it. not always a +",3,male,"Delhi,India",2020-02-05,neutra,sure decent time never wht good come alway,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
7e38ab6e-2198-4cef-b205-3490613df8db,I think the choice to make the women provide the first message is a good one but why limit their time most of them after logging into this app will go back to their routine and won't touch the app till their match expires. I don't think their should be a time limit as it provides nothing for both parties.,3,male,"Helsinki,Finland",2019-09-07,neutra,think choic women provid first_messag good limit log go_back routin wo touch till expir think limit provid noth parti,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
4726bd16-2a7d-46e3-b2a4-108ee88b8723,I suspect a lot of these profiles are AI generated........,3,male,"Prague,Czech Republic",2018-12-04,neutra,suspect lot profil ai_gener,1,"subscript, pay, think, women, show, want, yet, compliment, profil, keep"
beed9821-cf02-4218-8dee-d89c6c60117c,"My suggestion for speed dating is to show photo of our opponent Profile is hidden is acceptable,but at least we can see the photo of our opponent",3,male,"Busan,South Korea",2020-02-18,neutra,suggest speed show photo oppon profil hidden accept least see photo oppon,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
ed7beb7d-0fe6-44a0-a687-a99b5b0d17c0,If you haven't installed bumble I don't know what you are doing this is the best app ever though for the first time I installed it was very disappointed and uninstalled it but when I installed it for the second time my experience was the best but be aware there are some scammers sorry to say but most of them are indians but I loves the app I didn't pay for anything yet I had a lot of matches but most of them were fake and didn't text back now I think I have found my Mr handsome yet I didn't pay❤,3,male,"Budapest,Hungary",2019-08-05,neutra,instal best_ever though first instal disappoint uninstal_instal second experi best awar scammer sorri say indian love pay anyth yet lot_fake text back think found mr handsom yet pay red_heart,1,"subscript, pay, think, women, show, want, yet, compliment, profil, keep"
c66d1ec5-5b7c-43b2-a423-a70623deacf3,"Once we send text to someone,it should be edit or delete. If we want to change some wording.",3,female,"Rosario,Argentina",2021-07-24,neutra,send_text someon edit delet want chang word,3,"free, filter, premium, pleas, pay, featur, girl, get, money, price"
23e8c6b8-fe97-4fc8-8034-6b427edbe76f,"Seems OK. Met some people off here... Or was it badoo? I'm not sure any more. Who cares? I do find it hard to mate with people after I tell them I like making hats out of skin,and nobody ever wants to see my carrier bag collection because they're frigid. Bumble needs to sort that out ASAP. I'm getting fed up of E-dating now,so considering returning to the chloroform/rubber mask combo where every date's a blind date & you don't have to pretend to do yoga and not stab dolphins. Woke c*nts",3,male,"Montreal,Canada",2020-12-09,neutra,seem met badoo sure care find hard mate tell make hat skin nobodi ever want see carrier bag collect frigid need sort asap get fed consid return mask combo everi blind pretend yoga stab dolphin woke c nt,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
1d516c50-7eaa-427c-8f8e-ed42646d597b,"It's a nice app... Nice idea..but I do believe you're really limiting yourselves.. whoever invented this app.. I get it that you want to make money but it's not this way not is it for the price that's asked ..not in this economy.. I do believe your ratings would be better if there were more available swipes,or conversation starters.. That's ok though.. I'm creating an app instead",3,male,"Tripoli,Libya",2020-05-21,neutra,nice nice idea believ limit whoever invent want_money price ask economi believ rate better avail swipe convers starter ok though creat instead,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
e556ec3a-d7ea-4c23-be60-7754e2bbbe09,"I enjoy swiping on bumble and I've met a few nice people from it. My only concern is that almost all day every day,it tells me I'm out of likes and no matter how long I wait for them to refill,it almost never does. I could sit there and not be on it for days and it would tell me that I was still out of likes.",3,male,"Dallas,United States",2021-02-26,neutra,enjoy swipe met nice concern almost day everi_day tell like matter long wait refil almost never could sit day tell still like,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
99d68aef-c477-4ebf-93c1-483e6f3675fb,Best app for finding Frds and lot more,3,male,"Dublin,Ireland",2019-02-18,neutra,best find frd lot,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
b2f59a43-1afd-41d0-8f62-ba329a7bd61e,The best thing was speed dating and you guys removed it...many people said bye,3,male,"Montevideo,Uruguay",2021-04-26,neutra,best speed guy remov mani said bye,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
827275a0-b1c2-48d6-bd94-72ce5728bc29,I'm not sure I want to keep app. Mainly because before I can even really use the app . Or find out who likes me or read messages without first going premium for a recurring monthly fee. Which I don't want to pay premium before I even know if the app is for me.. I have know idea the people who like me. There should be a trail for 5 days or something to see if I want to got to premium fees. You should at least be able to see the person that liked you . And very low limit of the ones I like per day,3,male,"Frankfurt,Germany",2019-10-18,neutra,sure want keep mainli find like read messag without first go premium recur monthli_fee want pay premium idea trail day someth see want premium fee least_abl see person like low limit one per_day,1,"subscript, pay, think, women, show, want, yet, compliment, profil, keep"
d0315f13-683d-4d38-9f97-2c41a2262d21,matching is free but after match they ask for Money they couldn't give contact details for free version,3,male,"Dar es Salaam,Tanzania",2020-06-21,neutra,match free ask_money could_give contact detail free_version,2,"work, use, issu, still, need, day, tri, week, messag, help"
1f2c9c49-3dc5-48ea-b8f6-a8ed62329749,fake app can't able to find a match 😪,3,male,"Milan,Italy",2019-02-12,neutra,fake abl find sleepi face,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
9c0c3623-947e-4280-9031-37ecb14fbda3,still kinda new. I'm just looking for a good relationship. I do like how you can read a lot about the person.,3,female,"Cali,Colombia",2021-07-05,neutra,still kinda new look good relationship read lot person,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
61f96b54-7b49-413f-9918-a8c45b690e59,i didn't got nobody from this app ...,3,male,"Lusaka,Zambia",2020-07-01,neutra,nobodi,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
a0ad1f10-d845-4024-8ff7-024731070a79,"Whoever puts pricing on the app doesn't know how money works because i was offered a 50% discount (while overseas) for premium,totalling to ¥1600 per month (down from ¥3200) which is about $16aud per month and then tried to charge me $54. If you're going to offer a deal like that,at least follow through",3,male,"Ho Chi Minh City,Vietnam",2020-04-09,neutra,whoever put price money work offer discount oversea premium total per_month per_month tri charg go offer deal least follow,4,"ok, expens, cool, want, free, see, girl, pay, money, star"
b7784d2f-d526-4331-8732-1ef499ec23ce,"very pay dependent,some features can be made for free.",3,male,"Birmingham,United Kingdom",2019-04-02,neutra,pay depend featur made free,3,"free, filter, premium, pleas, pay, featur, girl, get, money, price"
65091496-96bf-4ce5-9f04-6d5db2b384e1,"App takes forever to load. Also,just because its bff it doesnt have to restrict the gender,would prefer a better mix.",3,male,"Vancouver,Canada",2020-11-29,neutra,take_forev load bff doesnt restrict gender_prefer better mix,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
36c2edd4-991b-4f35-9f2f-efc5964d7116,it's a very good app,3,male,"Dubai,United Arab Emirates",2019-12-22,neutra,good,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
60079cba-12d9-4201-bb19-a67f2123f0e8,3 stars as it is better than other dating apps I have tried but it is still a dating app full of tricks to get your money for you without giving much back.,3,male,"San Jose,United States",2021-01-26,neutra,star better_app tri still full trick money without give back,4,"ok, expens, cool, want, free, see, girl, pay, money, star"
9549e029-0e88-410c-b69a-e8583d01fd12,The spam notifications are unbearable,3,male,"Santa Cruz,Bolivia",2021-05-02,neutra,spam_notif unbear,-1,Sin datos
f56efce5-f4ba-4ed0-a2a9-3886740625d2,"The worst bugs I have ever seen! Crashing constantly,not opening,loading with no result,login problems,,when will this be ever solved?",3,male,"Warsaw,Poland",2018-10-29,neutra,worst bug ever_seen crash constantli open load result login problem ever solv,1,"subscript, pay, think, women, show, want, yet, compliment, profil, keep"
9d5da082-558d-4f4f-8fac-9567c1e187c1,nice 👍,3,male,"Oslo,Norway",2019-08-31,neutra,nice_thumb,-1,Sin datos
01817e74-997e-42e6-8295-f4b83d656784,The advanced filter feature does not work. Tried to report this and they asked for a video. Surely someone who works there can check this out? I'm not getting paid to do this. If you select any advanced feature it does not even filter for that.,3,male,"Toronto,Canada",2021-01-20,neutra,advanc_filter featur work tri report ask video sure someon work check get paid select advanc featur filter,2,"work, use, issu, still, need, day, tri, week, messag, help"
b2cd6c94-6160-4610-ada7-50831c9e411e,It seems ladies are afraid of making the first move,3,male,"Mumbai,India",2019-12-02,neutra,seem ladi afraid make first_move,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
493c761b-dd41-4176-bd2a-91047331c7d5,It very nice I wish I see someone special there,3,male,"Quito,Ecuador",2021-04-17,neutra,nice wish see someon special,4,"ok, expens, cool, want, free, see, girl, pay, money, star"
062a743a-05db-438d-bfd3-146e1b42fe36,No luck with this spp I've used credit card and hot nothing but bad form all dating apps okay,3,male,"Lagos,Nigeria",2020-08-26,neutra,luck spp use credit_card hot noth bad form app okay,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
625522d0-a930-43bc-8c78-97a082b809c7,good,3,female,"Guayaquil,Ecuador",2021-08-27,neutra,good,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
3db32bf6-8598-46e5-90ea-d4bb566d6a48,"This application is okay. I like the primise of the application and it's general functionality is good but the few matches I do get,the women won't message first even though they are required to. It is very frustrating.",3,male,"Windhoek,Namibia",2020-09-12,neutra,okay primis gener function good women wo messag_first though requir frustrat,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
2a9713a3-5814-451d-afdc-b5ab8e984e20,"I have a premium account and you keep showing """"send a comment"""" when I don't have any god damn comments. Please change that nonsense!!",3,female,"Wellington,New Zealand",2021-10-03,neutra,premium account keep show send comment god damn comment pleas chang nonsens,3,"free, filter, premium, pleas, pay, featur, girl, get, money, price"
dfd8d3a9-d1d4-4fb6-96fd-9c8cd66e056c,just OK,3,male,"Zurich,Switzerland",2019-07-23,neutra,ok,4,"ok, expens, cool, want, free, see, girl, pay, money, star"
0a63f9af-da02-48b8-a45a-1718994db583,yea it's alright haven't found my true love or a root yet so ill give another review once that happens I guess hahaha,3,female,"Buenos Aires,Argentina",2021-06-10,neutra,yea alright found true love root yet ill give anoth review happen guess hahaha,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
d9edd38c-bbfa-4aaf-a9a4-56e876e46369,like tinder 🤷,3,male,"Stockholm,Sweden",2018-12-01,neutra,person_shrug,-1,Sin datos
228b34b2-dfe5-41f2-ac3f-6980eb494283,I can't subscribe with my debit card. What other way to subscribe please. It's frustrating,3,male,"Zurich,Switzerland",2019-01-22,neutra,subscrib debit_card subscrib pleas frustrat,3,"free, filter, premium, pleas, pay, featur, girl, get, money, price"
d8496afb-5fbb-449a-89b5-77b3ff74c4fe,so far so good,3,male,"Kuala Lumpur,Malaysia",2020-02-13,neutra,far_good,-1,Sin datos
e7957649-36f5-460b-b65a-6932957a03a6,bumble's moderation/warning policy is kinkshaming fetish users. seemingly trying to find people with a knack for bondage/shibari is a problem if that user feels offended by a swipe note. the message doesn't have to be explicit. pnly the suggestion is enough.,3,male,"Athens,Greece",2019-06-03,neutra,polici kinksham fetish user seemingli tri find knack problem user feel offend swipe note messag explicit pnli suggest enough,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
91fff63e-0828-4226-abe0-3e4f21fa29d1,kuch msg nhi aate paid nhi kro tb tk 15 din to free rakhna chahiye use hoga tbhi to log trust krenge,3,female,"Suva,Fiji",2021-12-09,neutra,kuch msg nhi aat paid nhi kro tb tk din free rakhna chahiy hoga tbhi log trust kreng,3,"free, filter, premium, pleas, pay, featur, girl, get, money, price"
c3cab03d-6677-424b-aa7e-a0185a974ce5,"Mediocre,tinder does the same but better",3,female,"Córdoba,Argentina",2021-05-23,neutra,mediocr better,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
4fde9d3e-b6ff-4794-9222-0c9a0f562322,"This app is just like the rest,free only gets you so far and then the $ is needed to move you forward into meeting someone. Money is the root to all evil I should say!",3,male,"Montevideo,Uruguay",2021-04-10,neutra,rest free get far need move forward meet_someon money root evil say,3,"free, filter, premium, pleas, pay, featur, girl, get, money, price"
cb54043d-887f-4f14-9e17-7fc496c1b99b,"Bumble has been okay,but there are some things that I dislike,I think that the amount of money for bumble premium is way too high. I think that it's annoying that you can only add 5 of your interests,I think that we should be able to add more interests. Also they recently added ads but they're not too disruptive.",3,male,"Cape Town,South Africa",2020-06-08,neutra,okay thing dislik think amount money premium high think annoy add interest think abl add interest recent ad ad disrupt,1,"subscript, pay, think, women, show, want, yet, compliment, profil, keep"
7d98ec07-59ef-4c24-b0f8-3e03c30fc7d3,rates are too high,3,male,"Durban,South Africa",2020-06-06,neutra,rate_high,-1,Sin datos
604e03ca-078f-4cf3-8795-8e597bfa50de,This app will ask you to turn on location and show you people around the country except those close to your location.,3,male,"Pretoria,South Africa",2020-09-24,neutra,ask turn_locat show around countri except close locat,2,"work, use, issu, still, need, day, tri, week, messag, help"
f176b313-4cf8-4966-86c7-cc345483c82f,"It's a bit better than Tinder because there are less fake profiles,but other than that,same old money-grabbing trap. Super-swipes are supposed to give you better chances for matching,but it doesn't really work. I've used about a hundred super-swipes (either free or paid) and I haven't matched with anyone,even when I tested this feature with less attractive women.",3,male,"Tunis,Tunisia",2020-10-13,neutra,bit better less fake_profil old trap suppos give better_chanc match work use hundr either free paid match anyon test featur less attract women,2,"work, use, issu, still, need, day, tri, week, messag, help"
bceafe8a-6f68-49fa-bb9b-4f4faa478451,"Installed it yesterday,today the app just stopped working.",3,female,"Christchurch,New Zealand",2021-10-14,neutra,instal yesterday today stop_work,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
e42ac58d-3419-4e9c-9d21-507279808187,"Good app but when logging out and logging back in again,it takes way too long for the app to start up,get passed the log in stage and load all it's features,chats,etc",3,male,"Munich,Germany",2019-03-16,neutra,good log log_back take_long start pass log stage load featur chat etc,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
4cf67a8e-6e69-4d48-80ec-a9c9c560bc25,Is there a way to get my profile back without having to create a new one?,3,male,"Harare,Zimbabwe",2020-06-30,neutra,profil back without creat_new,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
042d7836-0f10-4ab3-a022-2cc93587cb53,The app has crashed and i can't even log on to it to see if i have a message and reply etc. Please fix this immediately as it's R***s birthday soon and i need the app to contact her. Thanks got the issue fixed,3,female,"Nadi,Fiji",2022-02-09,neutra,crash log see messag repli etc pleas_fix immedi r birthday soon need contact thank issu fix,2,"work, use, issu, still, need, day, tri, week, messag, help"
5a56c117-4108-4ecf-80b8-60eac2ecb8d6,Ok if you want a serious relationship,3,male,"Alexandria,Egypt",2020-05-26,neutra,ok want seriou relationship,4,"ok, expens, cool, want, free, see, girl, pay, money, star"
62a6dd13-c88d-4f90-a40c-10a82667a6d4,Where's the Speed Dating?!,3,female,"Rio de Janeiro,Brazil",2021-08-02,neutra,speed,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
8f6bce26-64a6-43a0-a6e4-d84b99bba346,awesome,3,male,"Dallas,United States",2020-10-22,neutra,awesom,-1,Sin datos
54070a5e-422a-4f40-990b-8f1ab1315593,ok,3,male,"Quebec City,Canada",2021-01-03,neutra,ok,4,"ok, expens, cool, want, free, see, girl, pay, money, star"
f9112b63-54bf-4102-8c8c-01790a3c7c47,Meh,3,male,"Dublin,Ireland",2019-09-16,neutra,meh,-1,Sin datos
f00d9c74-4525-4ee0-824f-2d6fe7ce55f7,"Ok I just downloaded this for a friend I'm not even clicking into it,this whole thing isn't NESSESARY in my mind cause there's plenty of male or females and if the married kept to themselves and didn't cheat,like sleeping with someone in God's eyes,I S getting married,sex was supposed to be a celebration AFTER,a wedding,like TWO shal become one? It's like the keys to a healthy whatever,like this seems like we are cloned into a meat market or need to hunt? like since when? God can't show up?",3,female,"Quito,Ecuador",2021-07-24,neutra,ok download friend click whole nessesari mind caus plenti male femal marri kept cheat sleep someon god eye get marri sex suppos celebr wed two shal becom key healthi whatev seem clone meat market need hunt sinc god show,2,"work, use, issu, still, need, day, tri, week, messag, help"
69b2ae6d-18be-45bd-bac5-2c39e787c265,knowing where you are from is cool,3,male,"Copenhagen,Denmark",2019-08-13,neutra,know cool,4,"ok, expens, cool, want, free, see, girl, pay, money, star"
3f08e34a-158e-4d32-a454-64be6e90c417,Working vv slow,3,male,"Austin,United States",2021-01-14,neutra,work vv slow,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
83743d79-722c-45c1-baea-7d6fbadc2b07,"They bring an interesting paradigm to the bloated dating app market -- women must initiate chat. That said,Bumble has made some highly suspect design decisions. First,they are fixated on astrology stuff and they clutter your chat and notifications with it. Second,despite trying to distance themselves from Tinder they use the same 'who is nearby right now' approach to location based matching that is only useful for hookups. I want matches near my home,not near my current random location!",3,male,"Lyon,France",2019-02-04,neutra,bring interest paradigm bloat market women must initi_chat said made highli suspect design decis first fixat astrolog stuff clutter chat notif second despit tri distanc nearbi right approach locat base match use hookup want near home near current random locat,1,"subscript, pay, think, women, show, want, yet, compliment, profil, keep"
2cce30ec-2446-4285-b9b6-201e9470716f,not many people,3,male,"Athens,Greece",2018-11-12,neutra,mani,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
2789c77d-1eb0-4914-9e24-45bf023177b7,the app is good but I run out of likes quikly,3,male,"Cape Town,South Africa",2020-05-15,neutra,good run_like quikli,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
2539902f-110a-4057-8f91-a6c3e97aa0e3,I am from İran and i can't get the cod,3,female,"Perth,Australia",2021-12-02,neutra,cod,-1,Sin datos
181c1f32-c0bb-4290-a1f2-c317f2ecb7c4,I don't like it anymore,3,male,"Brussels,Belgium",2019-11-19,neutra,anymor,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
2ae11321-8c99-44fd-9105-a7d3f45f1f24,"Bumble devs will be happy to know that I'm giving bumble a 3rd (or 4th) chance. I've just had an awful experience with hinge where a crypto scammer tried to play me( she got kicked to the curb luckily before I fell for it) so considering bumble has the highest star rating I will try it again,despite my previous scathing review. Nothing can be as bad as the customer service I've received at hinge. Bumble,hold on to your socks baby- I'm coming back in head first.",3,male,"Glasgow,United Kingdom",2019-11-15,neutra,dev happi give_chanc aw_experi hing crypto scammer tri play kick curb luckili fell consid highest star_rate despit previou scath review noth bad custom_servic receiv hing hold sock come_back head first,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
38be4c53-c965-499d-8df1-61093475ab48,"works great,but you need to be able to recover your account with your email. bought a subscription,number changed,accidentally lost the app,now I'm screwed.",3,male,"Berlin,Germany",2018-12-23,neutra,work great need abl recov_account email bought_subscript number chang accident lost screw,2,"work, use, issu, still, need, day, tri, week, messag, help"
0121b802-f7a1-4069-a838-66ddf7140ace,"Overall pretty alright,currently can't select the one week plan though,which is really annoying",3,male,"Mexico City,Mexico",2021-01-17,neutra,overal pretti alright current select week plan though annoy,2,"work, use, issu, still, need, day, tri, week, messag, help"
d67df739-9bb5-41a3-a39c-4a2cda6a3d52,Not too user friendly but it's cost efficient.,3,male,"New York,United States",2021-03-14,neutra,user_friendli cost effici,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
5fcf21d2-0574-4298-9b04-55768579aaa7,None yet,3,female,"Wellington,New Zealand",2021-10-21,neutra,none yet,1,"subscript, pay, think, women, show, want, yet, compliment, profil, keep"
62446a94-4746-4c52-ada6-769651c7e93b,"Editing because they fixed my problem. However,it sucks that you have to pay to be able to see who has swiped you. You literally have to sit and wait to see if anyone you've liked,likes you back to message anyone Layout is awesome though",3,male,"Shanghai,China",2020-04-03,neutra,edit fix_problem howev suck pay abl_see swipe liter sit wait see anyon like like back messag anyon layout awesom though,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
6d8b1247-011d-4b25-a1c6-edea6df1e9d2,don't really know yet,3,male,"Athens,Greece",2019-03-02,neutra,yet,1,"subscript, pay, think, women, show, want, yet, compliment, profil, keep"
03463d3b-01a1-47dd-b345-969ec7f2f97d,I'm having problems adding my picture on my profile. I added it more than 10 times and it got removed also please bring the 2 compliment per week back. Or atleast add it in the premium.,3,male,"Budapest,Hungary",2018-12-05,neutra,problem ad pictur profil ad time remov pleas bring compliment per_week back atleast add premium,1,"subscript, pay, think, women, show, want, yet, compliment, profil, keep"
2171a698-c216-4427-9bc9-d113faf9d51c,Just started so far good,3,female,"Wellington,New Zealand",2021-09-23,neutra,start far_good,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
66dcbc0b-1943-4d3a-9543-c59741ceb91c,good,3,male,"San Francisco,United States",2020-12-20,neutra,good,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
2b7a6473-d0a7-43de-a347-ab2e6b6db580,Nice app,3,female,"Queenstown,New Zealand",2021-11-04,neutra,nice,0,"good, like, profil, mani, nice, better, find, give, great, swipe"
a99a19a2-964c-41be-b8a8-192e46525f02,I'm new here I haven't had just one like.That only because I'm new here.,3,female,"Wellington,New Zealand",2021-09-23,neutra,new new,1,"subscript, pay, think, women, show, want, yet, compliment, profil, keep"
18b2149a-5462-4704-869b-7ff6c1b8a02b,"only worth it if you pay for premium,which is Spenny - But if you do,it's decent",3,male,"Addis Ababa,Ethiopia",2020-05-13,neutra,worth pay premium spenni decent,3,"free, filter, premium, pleas, pay, featur, girl, get, money, price"
