reviewId,content,score,gender,location,date,
0464190d-f262-49f9-87d1-09a5a253b6e3,"I just made an account yesterday.. opened it for the first time today.. wanted me to verify I'm a human.. kept glitching out and I had to reboot the app several times before I finally could.... THEN it was ""because of some activity on your account you need to verify with pics"".. so I did.. it said a ""few minutes"" but it's been a few hours. Still nada. As a new user this hasn't been too good an experience. ED: yeah, that site is only telling me to ""hold on"". Maybe don't put ""a few minutes"" then",1,male,"Busan, South Korea",2023-03-17,
310ec3f0-acaf-47fa-839e-3319380085c6,"there's no women too many bots , too many catfish, too many only fans scams the app stopped be useful in 2019",1,male,"Phuket, Thailand",2023-04-18,
e8e02432-caec-4e1e-82bc-257b53738bf0,Someone liked me when I liked her back the person is not showing in matches.this is happing everytime.,1,male,"Barcelona, Spain",2022-08-26,
4be8f694-540f-4268-8ffe-ae3de0e1db4b,"The most recent update changed the design and it is extremely childish and old school, it looks terrible... Please bring back the previous design and also please instead of changing your UI, please make the dark mode available for all countries and not just a few",1,male,"Doha, Qatar",2023-04-08,
7027a60a-09fc-46c6-a5ea-21d92f62823b,"After reading about tinder ""SELECT"" , it made me realize just how badly screwed over the other plans get, I never see people in my own area regardless of what setting or membership I've had, tinder shows you who they want you to see , must be nice being in the 1% 😵",1,male,"Vancouver, Canada",2024-02-08,
5134b009-2faa-4435-b7d6-6cc48aa0b6c3,"$100 a month for platinum is insane. They are trying to exploit ""demographics"". should be illegal",1,male,"Seattle, United States",2024-08-01,
b2c9066e-a95f-4f78-94c9-698722631a91,it sucks,1,male,"Brasília, Brazil",2025-01-01,
2f16f62b-3508-4f4b-906d-3bcc8a999d58,"So I started using this back in 2019, hopping I would find someone. So far nope. As it turns out if you want to actually do much of anything with this app these days you gotta get their super premium subscription otherwise the algorithm will just never show your profile. And also the amount of girls I have seen on this app inadvertently advertising their Only Fans is maybe in the triple digits. Worst of all it gave me loneliness attacks. I will remain Forever Alone.",1,male,"Stockholm, Sweden",2022-03-26,
06ac0367-a5be-44f8-83d5-567d4c7b0161,This app sucks,1,male,"Christchurch, New Zealand",2025-06-30,
5d9c23ce-35e0-4198-b34f-a37edf00ebb8,Not working,1,male,"Tel Aviv, Israel",2023-06-03,
64e18c12-1f5e-4dfd-81fc-8f8f6b6188a1,I can't see who likes me...,1,male,"Córdoba, Argentina",2025-03-21,
176e2c3a-d128-4027-9dde-fc813cd2979e,not bad,1,male,"Edinburgh, United Kingdom",2022-04-14,
82058b6d-a174-4b96-aadd-66f11d58ce7a,DONT USE TINDER IVE BEEN NOTHING BUT GOOD ON TINDER AND RECEIVED A PERMANENT NO WARNING NO REASON GIVEN I've tried to appeal but all it will do is force you to log in where there's nothing you can do because your account has been banned.,1,male,"Glasgow, United Kingdom",2022-09-10,
bac3f6aa-6b9a-427e-8fb3-01cc8ded6445,"I deleted my account for a bit, and when I went to remake it, it won't let me and says I've been banned. Tried reaching out to their help email, and they literally just said they weren't able to look into it or anything.",1,male,"Stockholm, Sweden",2022-07-08,
4c8291cf-2d07-4a0b-a559-2510176e6b36,Terrible. I get the same ones over and over and it's not because I haven't tried. I can't delete my acct for some reason and zero customer service of any kind. Trash. Stay off this one.,1,male,"Nairobi, Kenya",2023-10-29,
276a6ea5-1317-4bc4-a35e-131027c2d1a0,"I would like to contact the support directly through a phone call, my account was unjustly locked this morning when I literally just paid for the Gold subscription 2 days ago, unlock my account immediately and I would like to contact the support aswell, so I'm requesting the Contact Support phone Number aswell as unlocking my account",1,male,"Calgary, Canada",2024-07-04,
1d86bec3-fdc6-4ddb-b32d-365b0484fa72,Bots all day everyday,1,male,"Krakow, Poland",2022-01-17,
55863fcf-c298-43d6-8bfa-2ec32ef7e4bf,"Frustrating. I hate being baited. Doesn't stay within the parameters I have set. Continues to show people too far away. Of course, you have to pay to see results but you MUST accept the reoccurring charges that my card declines. So basically I'm stuck. Going somewhere else, this app isn't working for me.",1,male,"Karachi, Pakistan",2023-02-04,
323c9027-3e10-4c5f-b00f-5e255b20d899,"never seems to work, sat next to a friend, they swipe right on me, I swipe right... nothing comes through on either... just download a different app",1,male,"Jeddah, Saudi Arabia",2022-12-08,
7833669e-d418-43e6-9bd2-10681fc418bf,I don't get match,1,female,"Perth, Australia",2025-11-02,
e053a0be-8c76-4fe4-82f2-24a7f9853984,This app is very scam really be I pay already 150 plus derham and when I want to see who like me I had to pay again 9 derham and then when I paid I was shocked this app deducted me 149 derham this is my 2nd day of using now but very bad even if I pay the premium you cannot see the people.,1,male,"Nadi, Fiji",2025-09-07,
bb8c52bd-a36a-46b6-a1dc-368e1df32e43,Extremely weak for Romania. Had Gold several times. Tons fake profiles. Tons of bots. Tons of schemes to rip off your identity and money. Tinder does not care and also themselves try to rip trough auto renewal. Latest addition to Tinder: Software cares Only for paid account's Likes. The Likes of free users are almost equal to zero. No interaction. 90% if a scheme & fake. Extremely disappointed.,1,female,"Gold Coast, Australia",2025-12-29,
a275ce15-fee5-4883-9ade-94bbcf00431b,Very bad experience with this,1,male,"Los Angeles, United States",2024-03-09,
6fb2be77-dd9c-41fc-9fa7-5912cc85b2fd,Nothing but scams and cat fishing. There are plenty of better options now that tinder has gone down the toilet.,1,male,"Delhi, India",2022-12-21,
028cadd6-c7e7-4237-bdfa-cd12aefa252d,Things have changed in 5-6 years... for the worse....,1,male,"Edinburgh, United Kingdom",2022-07-27,
2b3bf066-0f8f-460e-ac9e-98c5bc16407e,"Was logged out, logging in all my matches had disappeared 😐",1,male,"Vancouver, Canada",2024-07-18,
0578a3ef-52c8-428e-a672-2eb55f287568,Worst App . I used every paid and free services but didn't found single match. Worst app,1,male,"Wellington, New Zealand",2025-08-15,
9752eb40-256f-4fd6-a33d-d2f7be71e503,Full of fake profiles. Just one generic pic (random building or landscape ie not a person) and a generic female name. Female.. I'm gay! Geez...,1,male,"Quebec City, Canada",2024-06-20,
792668f3-3aa8-495d-b49e-b708ab72cad4,Need a phone number to make an account how ridiculous,1,male,"Montevideo, Uruguay",2025-03-19,
8e44070b-6ce5-4222-9fa7-bfa266c5ec01,I can't catfish people,1,female,"Nadi, Fiji",2025-12-17,
21f736e8-6aca-46f4-8884-0ee3a9100958,"Since the patch, they ask me to verify. No problem there. But now my account is under review and I need to do the verification everyday.",1,male,"Cape Town, South Africa",2023-07-18,
7162a03a-f887-43e3-bab3-f158b427bcf8,to many fakes,1,male,"Kampala, Uganda",2023-12-15,
6aa13314-5260-496a-a229-7699cfbd92f7,"Worst verification for human, without signing in i deleted the aap. It was asking to select from 6 imgaes the set of dices that make up to 14 for3 times what the fk .",1,male,"Madrid, Spain",2022-01-15,
aa8815cd-67b9-4047-a1ff-9be11a4665e2,Scam profiles and scam company,1,male,"Cancun, Mexico",2024-04-05,
964c473c-77f2-4357-93c9-3509fd2251a2,B.s,1,male,"Dakar, Senegal",2023-12-02,
3859cce8-ac76-4899-8bff-9437f9c5546b,Designed purely to get your money.,1,male,"Accra, Ghana",2023-07-27,
d3426dc4-3366-4ef3-833c-2b08b8397d50,"La aplicacion es una estafa total. Cuando pagas la suscripcion dejas de recibir likes y en cuanto termina tu suscripcion te llegan likes nuevos para que sigas gastando. O sea, la aplicacion solo muestra tu perfil en esos casos. La app esta programada para que te quedes en ella gastando dinero el maximo posible. En el caso de las mujeres es mas o menos lo mismo. No pierdan su tiempo que Tinder hace rato que ya NO SIRVE PARA NADA!",1,male,"Warsaw, Poland",2022-01-22,
97235e3b-e702-478e-8d6b-4fcce1644d27,no matches,1,male,"Copenhagen, Denmark",2022-03-17,
a80dcc01-9a83-469f-a822-9592c0320353,It's a scam now use to be a great app now Secret admirer is on the other side of the planet 🌏 in a cave for you to rescue and pay for her Internet credit. Ffs 🙄,1,male,"Cairo, Egypt",2023-12-18,
b8864290-e1c1-4c24-9b2a-6ca9875d3d37,"This app is getting worse by each update. Last update has bugs: the liked and disliked partners appear again and again. Cool bug: you can see all the pictures even if you have less than two. Update: You fixed the cool part of the bug fast, please fix the rest just as fast. Thanks.",1,male,"Algiers, Algeria",2024-01-12,
8e03654b-5649-45bb-bfe5-750f63804490,Disgusting,1,male,"Lusaka, Zambia",2023-07-07,
9884e3a4-1a1b-4768-a85c-65994e993797,"Request Delete my name and account immediately, have a pleasant day folks🐾",1,male,"Jakarta, Indonesia",2022-11-19,
13fb8ee9-47ec-4f6d-842b-5879b81b5338,I woke up one day and I've been banned without any provocation or warning,1,male,"São Paulo, Brazil",2025-01-21,
26cc05c0-f5fe-460b-8643-01d860ddab67,Maine tinder ka tinder platinum subscription liya .mere bank me se amount bhi deduct ho gya but mujhe tinder par koi subscription show nhi ho raha.mujhe mera Amount refund Karo ... Tinder fraud app hai .....,1,male,"Los Angeles, United States",2024-05-31,
e0796711-ef8b-4fc6-97b5-8c6d58871e3c,They charge for every little thing . The women don't have ti pay so the females don't care if the find anyone . There's alot of fake accounts also . I got canned for my previous comment. F!$1 u tinder and stop trying to charge my card ! I'm no longer a member!,1,male,"Medellín, Colombia",2024-10-18,
785e1a04-da18-4dd2-a069-bd92e65621d0,"I'm 18, and it says ""age restricted"" and won't let me use the app. Update: Tried again at 21, and it STILL says I'm underage.",1,male,"Hamburg, Germany",2022-08-30,
f075a5b5-4cbc-4037-ba0f-5647fd7ccc07,Fruad,1,female,"Sydney, Australia",2025-11-02,
404b904a-0b9b-4d0d-9a8c-75d2f86c6178,Good,1,female,"Christchurch, New Zealand",2025-10-11,
c6840b8e-31d4-457f-bb19-b2c916f13098,This is a free dating app but you must pay to even view your likes🙄,1,male,"Berlin, Germany",2022-10-05,
b065c6d2-094b-4097-8718-bdf72be4101f,Man I sure wish I could actually use the app. Looking for a match? Too bad. They won't let you talk to them,1,male,"Tunis, Tunisia",2023-09-13,
6a7d9141-5276-41df-ac16-a30161692baf,u can't find any love unless u pay for this so called free app,1,male,"Budapest, Hungary",2022-04-01,
471717bd-bce8-43da-a85c-93b25d712086,"App is filled with scammers and women that only want to promote their onlyfans, waste of time.",1,male,"Bali, Indonesia",2023-03-06,
8d5fa39e-1013-4966-b41d-a0a134e72438,no longer a functional dating site. its flooded with fake accounts and people who just want you to follow them on whichever platform they are on. this makes it next to impossible to actually find someone real and make a connection.,1,male,"Alexandria, Egypt",2023-07-06,
97006f46-2d18-4a7a-920d-7ba6b3c49bac,Tinder used to be interesting. Now it's a monetized and gamified cesspool. There's a reason that it's the highest grossing dating app in the world. Time and Money waster.,1,male,"Birmingham, United Kingdom",2022-10-07,
47cf9aa7-1345-4be4-b392-fe329e39880f,Got banned after a couple days. Didn't do anything. Considering suing the company for discrimination.,1,male,"Hong Kong, China",2023-01-24,
5b8a1056-fd00-4c19-a091-3f3032688425,Worst,1,male,"Los Angeles, United States",2024-06-11,
459bfc9d-fc88-4bae-ba36-ad9a134bfcb8,"So far, there are too many fake profiles on Tinder. It slows things down.",1,male,"Guayaquil, Ecuador",2025-02-16,
593ad79a-9f8e-4b71-860c-ae36e1ca8464,"In my experience, i get matches but barely any replies. It gets frustrating after a while.",1,male,"Lisbon, Portugal",2022-01-20,
15e50c9d-6c04-4c37-8afc-d04a50298dc6,"Personally, the app feels very superficial. It ends up feeling repetitive.",1,male,"Seattle, United States",2024-05-27,
f93708ef-86e5-4b77-a863-b24a7d99185c,The main problem is that it seems like you need to pay to get noticed. It slows things down.,1,male,"Salvador, Brazil",2025-03-11,
21b822f2-7a01-49ed-8871-a502288f0669,What bothers me is that the algorithm feels unfair at times.,1,male,"Queenstown, New Zealand",2025-07-18,
d3c7bd51-db8d-4009-9955-8aef16c09182,"I wanted to like it, but swiping gets repetitive and exhausting.",1,male,"Pretoria, South Africa",2023-10-03,
884ca348-d560-4beb-be06-9ac9995442c4,What bothers me is that it can be frustrating to use after a while.,1,male,"Valparaíso, Chile",2024-12-05,
a8e32ce0-1f98-4630-89c5-bfb5f5f8b237,"For me, some users don’t seem serious about dating. It gets frustrating after a while.",1,male,"Cali, Colombia",2025-02-09,
2275b8b0-09dc-419e-979e-26efec8cf36b,"I wanted to like it, but it affects your confidence after a while. It ends up feeling repetitive.",1,male,"Manila, Philippines",2023-03-15,
5130aef1-7868-44d7-a838-2bb2c61fbe96,"Personally, matches often don’t lead anywhere. It makes the experience less enjoyable.",1,male,"Kampala, Uganda",2023-07-31,
f3be2750-71ac-4131-abb3-df0c47c57e64,"For me, there are too many fake profiles on Tinder.",1,male,"Johannesburg, South Africa",2023-07-10,
7f9e8abb-cc00-45d4-8bc5-872a5cc95fa6,"So far, i get matches but barely any replies. It slows things down.",1,male,"Tunis, Tunisia",2023-12-25,
c14dbbbf-dd40-416a-86b1-15deeb4d058c,I’d say the app feels very superficial. It makes the app feel draining.,1,male,"Buenos Aires, Argentina",2025-04-28,
6553ed88-90e3-4098-a125-6c97a219c196,"Personally, it seems like you need to pay to get noticed. It gets frustrating after a while.",1,male,"Amsterdam, Netherlands",2022-06-23,
b092da42-6216-44a1-9cd1-947aba22c4af,"For me, the algorithm feels unfair at times. That part could definitely be improved.",1,male,"Seville, Spain",2022-08-23,
3b62bfb4-a299-43ee-92a5-09fbba760ec6,"Personally, swiping gets repetitive and exhausting. It slows things down.",1,male,"Guadalajara, Mexico",2024-04-25,
62059efb-5e3c-4204-a574-edaf1a718ec2,"So far, it can be frustrating to use after a while. It gets frustrating after a while.",1,male,"Ho Chi Minh City, Vietnam",2023-02-10,
fa573bc1-e823-4e56-81ae-f5169840275c,"Personally, some users don’t seem serious about dating. It makes it harder to connect with people.",1,male,"Chicago, United States",2024-07-12,
64ac2165-5b68-4ef7-96b7-dd0298b829e2,"So far, it affects your confidence after a while. That part could definitely be improved.",1,female,"Queenstown, New Zealand",2025-12-27,
804e6c10-057c-4676-91da-adfcbbe3efb0,I’d say matches often don’t lead anywhere. It slows things down.,1,male,"La Paz, Bolivia",2025-02-28,
4ba9d22f-dc6e-4a59-9a40-a18bd0d74fc3,One issue is that there are too many fake profiles on Tinder.,1,male,"Madrid, Spain",2022-09-20,
2aa55c3b-47a1-484a-9450-14728fab53aa,What bothers me is that i get matches but barely any replies. It makes it harder to connect with people.,1,male,"Abuja, Nigeria",2023-09-11,
19f3099c-c56b-4646-900b-773eb5b18523,The main problem is that the app feels very superficial. That part could definitely be improved.,1,male,"Delhi, India",2023-05-01,
c4e99fb3-6957-418d-9c55-40bdfcf668de,"Personally, it seems like you need to pay to get noticed. It makes the experience less enjoyable.",1,male,"Córdoba, Argentina",2025-05-03,
7bf9dfd2-5cdb-4f04-83f3-3f84aac84083,One issue is that the algorithm feels unfair at times. It ends up feeling repetitive.,1,female,"Port Moresby, Papua New Guinea",2025-12-26,
cdaa89f9-c715-44e2-b45a-895a9ba71111,"So far, swiping gets repetitive and exhausting. It slows things down.",1,male,"Amsterdam, Netherlands",2022-08-06,
addb757b-45f4-435f-a876-1950748cefcc,"For me, it can be frustrating to use after a while. It ends up feeling repetitive.",1,male,"Guadalajara, Mexico",2024-04-01,
2ca0524d-bf50-48ce-af3d-d1b4ae55abb0,"So far, some users don’t seem serious about dating. It makes the experience less enjoyable.",1,male,"Shenzhen, China",2023-03-11,
f5913124-a531-474b-b2f1-2db996759cfa,"I wanted to like it, but it affects your confidence after a while. It makes it harder to connect with people.",1,male,"Santiago, Chile",2025-04-13,
6990ebbd-3305-4bf0-b39f-ce7d7c4591ae,"Personally, matches often don’t lead anywhere. It makes the app feel draining.",1,male,"Busan, South Korea",2023-04-18,
f477d332-9fcf-41f5-80df-d07458afbcb5,"Honestly, there are too many fake profiles on Tinder.",1,male,"Kathmandu, Nepal",2022-11-30,
4ac3fa64-2e7f-4ccd-a25d-9629a07d044e,"In my experience, i get matches but barely any replies. It makes the experience less enjoyable.",1,male,"Guadalajara, Mexico",2024-06-01,
1c879221-7178-4c64-aca3-373f57483911,"In my experience, the app feels very superficial. It makes it harder to connect with people.",1,male,"Valparaíso, Chile",2025-03-17,
45da35f6-5d22-43af-abec-b44717f983b9,"In my experience, it seems like you need to pay to get noticed. It gets frustrating after a while.",1,female,"Port Moresby, Papua New Guinea",2025-10-18,
01b445ef-39e2-41c5-81d5-6477b1473616,"In my experience, the algorithm feels unfair at times. It makes it harder to connect with people.",1,male,"Nairobi, Kenya",2023-12-23,
d68bfe32-486f-442d-bef9-c4c3d3bf6a87,One issue is that swiping gets repetitive and exhausting. It makes the app feel draining.,1,male,"Seoul, South Korea",2023-05-07,
27d1199c-b669-4fe7-bfcd-dd690adac3aa,What bothers me is that it can be frustrating to use after a while. That part could definitely be improved.,1,male,"Bogotá, Colombia",2024-12-15,
a421b6ba-89c1-4a12-b4bb-a48502007da4,I’d say some users don’t seem serious about dating. It gets frustrating after a while.,1,male,"Kathmandu, Nepal",2023-02-25,
d1b69c30-f34f-4038-87b0-358cb78ffa0f,The main problem is that it affects your confidence after a while. It gets frustrating after a while.,1,male,"Philadelphia, United States",2024-06-22,
0aad66be-a304-4e8a-918c-569328051bab,What bothers me is that matches often don’t lead anywhere. It slows things down.,1,male,"Manila, Philippines",2023-01-15,
5a601ed8-1c19-4187-bf54-7da945ec5d2a,"In my experience, there are too many fake profiles on Tinder.",1,male,"Seville, Spain",2022-07-04,
e9db626a-b2b7-41e0-9c65-21296cd0be45,The main problem is that i get matches but barely any replies. That part could definitely be improved.,1,male,"Christchurch, New Zealand",2025-07-17,
c4fabbf4-0af3-47be-a508-f84256d9fa8c,"I wanted to like it, but the app feels very superficial. It ends up feeling repetitive.",1,male,"Rosario, Argentina",2024-12-30,
f4f0eba3-eba4-4b39-80d5-f6ff6c293a35,What bothers me is that it seems like you need to pay to get noticed. It gets frustrating after a while.,1,male,"Accra, Ghana",2024-01-27,
12a39785-15b2-41ff-8ff9-53dbad4682dc,What bothers me is that the algorithm feels unfair at times. It ends up feeling repetitive.,1,male,"Zurich, Switzerland",2022-07-03,
fc2f8918-3d7c-4a76-869a-d296030bd7a9,"I wanted to like it, but swiping gets repetitive and exhausting. It slows things down.",1,male,"Busan, South Korea",2023-05-24,
d554c65d-2ea5-4511-8ff8-d7cc3514b625,"I wanted to like it, but it can be frustrating to use after a while.",1,male,"Valencia, Spain",2022-02-08,
3dc0d741-785d-4843-a53d-173e0379e62e,"For me, some users don’t seem serious about dating. It makes it harder to connect with people.",1,male,"Abuja, Nigeria",2023-09-27,
cda3a4fd-e610-4e90-bfc7-c8686682d10a,What bothers me is that it affects your confidence after a while. It ends up feeling repetitive.,1,male,"Queenstown, New Zealand",2025-07-27,
2c3dca38-b49e-4f26-b911-06259b2dd5ad,The main problem is that matches often don’t lead anywhere. That part could definitely be improved.,1,male,"Mombasa, Kenya",2023-12-15,
fe2137ac-b45c-41be-88e8-5cb492d18ae4,One issue is that there are too many fake profiles on Tinder. It makes the app feel draining.,1,male,"Brisbane, Australia",2025-07-28,
47244631-5a93-4647-9556-dd8ca337a8f1,"In my experience, i get matches but barely any replies. It slows things down.",1,female,"Port Moresby, Papua New Guinea",2025-11-27,
62c65869-8ad1-48d8-9816-0e2c7a73a1d9,"I wanted to like it, but the app feels very superficial. It makes the app feel draining.",1,male,"Montevideo, Uruguay",2025-02-14,
8d2f74c9-1bcc-4e21-abde-5eb6676df1cc,One issue is that it seems like you need to pay to get noticed.,1,male,"Sydney, Australia",2025-09-08,
77352649-481f-482f-b4b2-74cde0aae0b4,I’d say the algorithm feels unfair at times. It makes the experience less enjoyable.,1,female,"Queenstown, New Zealand",2025-10-01,
