content,score
"i've been on this app for a few weeks now and its decent i guess. found some okay matches but havent really gone on any dates yet. customer support is pretty responsive tho when i had an issue with my profile pic. overall, not",3
I've used this app on and off for months now and its pretty meh i guess. dont get too many matches unless u pay but customer support is decent when they respond back to u.,3
i've been using this app for a few weeks now and its alright i suppose. the swiping system is cool but sometimes i get matches with people who are way too far away or not my type at all. might keep it around though.,3
"i've been using this app on and off for weeks now...its got some decent features like the ""boost"" thing but sometimes i feel like its just showing me the same ppl over and over again in my area. not sure if worth a sub",3
i've been using this app for a few weeks now and its decent i mean the algorithm seems ok at matching people in your area but sometimes i get matches with girls who aren't even from my town? don't know if thats just an error or,3
idk if i'd use this app again or not. its got some cool features like seeing who's nearby but sometimes it feels kinda shallow. my matches are all low effort too,3
"i've had some decent matches so far, nothing serious yet tho. swipe speed is pretty fast when you're on wifi but can be slow otherwise. not really sure if it's worth paying for though.",3
"i used this app on and off for a few weeks. swiping is pretty easy, but i've noticed some really old profiles still active which kinda sucks. customer support replied to my one question tho so props for that. its not terrible or anything",3
i've been using this app for a week now and its pretty meh. i like that you can swipe through people near you but sometimes it feels like u r just seeing same faces over n over. maybe ill keep trying?,3
i mean its fine. swiped through for weeks and got like 10 matches or something but none were really worth chatting with. might try again when i'm single though.,3
"idk if i'd recommend this app or not. swiping is meh and some ppl seem fake but customer support was pretty helpful when i asked about my account being glitchy. its fine, i guess.",3
"its alright i guess. swiped through all day and got some decent matches, but nothing's really panned out yet. premium feels kinda pricey for what you get though.",3
"I'm kinda meh about this app. swiped for hours and got like 3 decent matches so far, but nothing's really gone past messaging yet. premium subscription is $20 a month which is pretty steep if u ask me.",3
i've been using this app on and off for a few weeks now and its alright i guess. the swiping system is pretty smooth but sometimes u get stuck in a loop with the same people over and over again. nothing too exciting happened so far,3
"i tried this app for a few weeks and its...fine. like, the swiping thing is kinda fun but i keep getting matches with people who are way too far away from me or have really poor profile pics. probably won't delete it yet",3
idk why people are complaining about fake profiles coz i havent seen any yet but maybe thats just cuz im not swiping that hard lol match system is pretty basic though.,3
"used this app on and off for like a few months now, pretty meh tbh. swiping is easy but somehow i only ever see profiles that are kinda familiar? probably just coincidence lol. nothing too exciting so far tho",3
i've been using this app on and off for weeks now and its...fine i guess. the swiping gets old after a while but at least they dont flood u with fake profiles like some other apps do. maybe worth trying again someday?,3
i've been using this app for like a month now and its alright i guess. swiping is easy enough but sometimes u get some pretty weird matches. customer support was helpful when i had an issue w/ my profile pic though.,3
idk if i'm just not cut out for online dating or what. swiped on this app for weeks and haven't gotten anything decent from it yet but at least the interface is easy to use. maybe ill keep trying though?,3
idk if i'm just not looking hard enough or what but its literally just another dating app with too many fake profiles. customer support is decent tho when u actually need them.,3
"im not really sure about this app yet. swiping is fun i guess, but sometimes its weird that people dont fill out their whole profile and the premium subscription feels kinda pricey for what you get.",3
i've had it for a few weeks now and its decent i guess. swiping is easy enough but don't expect many matches if you're picky like me. customer support was helpful when my profile got flagged by accident tho,3
i've had decent results with this app so far. paid for premium to get some extra perks and the customer support has been responsive when i needed help filtering out fake profiles. nothing too exciting though.,3
"idk what i expected from this app but its just meh. swiping is okay, found some decent profiles on there but nothing that's blown me away or anything i'd pay for. its not bad, it just exists.",3
"haven't had any major issues with this app so far. the swiping mechanism is alright, and customer support has been helpful when i needed them. nothing too special but gets the job done.",3
i've been using this app for a few weeks now and its alright i guess. they do have a good algorithm for suggesting matches but sometimes it feels like I'm just re-swiping through old profiles. customer support is responsive tho.,3
haven't had any super bad or amazing experiences yet. swiped through a few profiles and found some decent matches but nothing too exciting. probably just keep using it as a casual thing for now.,3
used this app for a few weeks and its alright. swiped through loads of profiles but haven't had any real connections yet. customer support is responsive tho when i complained about fake profiles.,3
i've been using this app for a few weeks now and its pretty meh. swiping gets old after a while but i guess it's better than nothing. customer support is decent tho when u need help.,3
"i've been using this app for weeks and its pretty meh. the swiping is okay i guess, but sometimes i get stuck on the same profiles. the premium thing doesn't seem worth it to me though.",3
idk if i'd recommend this app or not.. its got some decent features like being able to save matches but sometimes they dont even respond when you've matched with them lol. might keep using it for now though.,3
i've been using this app for like two weeks now and its fine i guess. found some decent looking people but none really caught my eye. premium subscription is kinda pricey so idk if im gonna keep it.,3
i dont know if i should be giving it 2 or 3 stars lol. swiping system is cool but cant seem to get any matches unless im online at peak hours. maybe ill use it again later though.,3
i've been using this app on and off for months now and its decent i guess. dont really see many new people unless u pay for premium tho which seems kinda sketchy somehow,3
i've had mixed results with this app so far. some of my matches seem decent but others are just trying to scam people out of cash by pretending to be interested then ghosting me after i pay for premium. customer support is pretty helpful tho.,3
"i've been on this app for a week or so now and its alright i suppose. swiping is pretty fast but there are still some sketchy profiles that pop up. maybe worth trying if u don't have many friends with matches, though.",3
ive used this app on and off over the past few months and its fine i guess. the swipe thing is kinda fun but sometimes feels like im just seeing reruns of old matches. customer support was actually pretty helpful when i had a problem with my,3
"idk if i'm just not using it right or what, but so far ive been swiping for hours and havent really matched with anyone that seems interesting... might give it another try though.",3
"used this app on and off for months now. haven't deleted it yet, so that's something. matches are okay i guess, but sometimes they just seem too perfect or fake. whatever.",3
"meh, its an app i guess. been on it for weeks and havent had any crazy matches or anything, but my friends say they've done alright so far. will probably keep using it till i get bored",3
"idk if i'm just not cut out for this app thing... swipe through and get some matches but nothing ever really sticks. tried premium once, didnt notice much diff. still giving it a shot tho.",3
idk if i'm just not seeing it or what but so far its been kinda meh. matches are pretty accurate and customer support is decent when i need help with my account. still on free version tho,3
haven't found anything amazing or terrible about this app yet... matches are decent and the premium subscription isn't too expensive but i'm not sure if its worth it since my friends all use different apps anyway,3
"i've tried about 5 dating apps and this one is fine i guess. swipe function works okay, premium membership isn't worth it though - lots of fake profiles still pop up in my matches list. customer support replied to a question but didnt really",3
"i've been using this app for like a week now and its decent i guess. swipe feature is cool i guess but sometimes you get too many people who just say ""hey"" with no convo starters or anything. customer support was helpful when they blocked",3
"it's fine i suppose. swiped through and got some decent matches, but also saw way too many catfish profiles. customer support was responsive though when I reported one.",3
idk if i'm just not into this whole swiping thing but so far its been meh. the premium subscription is kinda worth it for the extra features tho.,3
"i've been using this app on and off for months now and its just...fine. i like that they give you free passes each month but sometimes the matches aren't great. nothing special about it, though.",3
i've been using this app for a few weeks now and its alright i s'pose. the swiping thing is kinda fun but sometimes u get stuck on ppl that r clearly not interested. customer support was decent when i had issues with my profile,3
idk if i'd say its bad or good...the swiping is pretty smooth and all that but some profiles are kinda shady? customer support got back to me quick tho.,3
"i've been using this app for weeks now and its just meh. they do have some cool features like ""boost"" but i'm not sure if its worth the money. customer support was pretty quick to respond though.",3
its fine i suppose. swiped through and got some decent matches but nothing too serious yet. customer support was pretty helpful when i had an issue with a fake profile though.,3
idk what all the fuss is about tbh. i swiped thru and matched with some cool ppl but nothing serious came from it. customer support was pretty fast tho when i had an issue w/ my profile pic.,3
"its fine i guess. swiped through a bunch and matched with some cool people, but also got ghosted by like three different guys who seemed interesting. still trying it out though.",3
"meh, used this app for a while now and its decent i guess. dont really see any new faces on swipes anymore and premium sub is kinda pricey but customer support was pretty helpful when my account got hacked tho",3
"idk if i like it or not. swiped through for hours and got a few matches, but none of them seem super interested in talking. customer support was helpful tho",3
i've been using this app for a few weeks now and its pretty meh. swiping is fine i guess but sometimes feels like im just re-swiping people from before. customer support was decent when my profile got glitched though.,3
"i dont know, its fine i suppose. the swiping is easy enough but i'm not really finding anyone interesting even with premium. maybe it just needs more users in my area? idk.",3
idk if i should keep using this app or not. the free version is decent for a night in with some swiping but premium feels kinda pricey. gonna stick w/ trial for now.,3
i'm pretty meh about this app tbh. swiping system is easy enough but i feel like i keep getting matches with people who aren't actually active or just here for games. customer support was helpful when i reported a few sketchy profiles,3
i've been using this app for a few weeks now and its alright i guess. the swiping system is smooth but the matches are pretty superficial - just looks-based so far no real conversations started yet. probably wont renew my premium subscription though,3
haven't had any major issues with the app itself but haven't really seen anyone i'm interested in either. premium is kinda pricey so idk if its worth it for me right now.,3
i've been using this app for a few weeks now and its pretty meh. i like that i can swipe through quickly but sometimes i get really similar matches back-to-back which gets old. maybe i'll keep it around as a last resort or,3
"meh, its fine i suppose. swiping is alright, but i've had some weird encounters with people claiming to be something they're not. customer support was helpful when i reported one though.",3
idk if i'm just not picky or what but the matching system is kinda meh - see some decent profiles but also tons of fake ones and too many old guys trying to chat up young girls...meh.,3
I've been using this app for a bit and its decent i guess. swipe feature is alright but cant say ive had any real connections yet. customer support's pretty responsive tho.,3
its an app so its not bad or good... i swiped through for like an hour and matched with someone but we never actually talked. maybe try it if u got nothing better to do.,3
used this app for like a month now and its decent. swiped through some profiles but dont really feel connected with anyone yet. customer support is alright i guess.,3
idk if i'm just not looking in the right places or what but the swiping gets old after a while and the fake profiles are kinda annoying. still using it tho.,3
"i've been using this app for a few weeks now and its fine. the swiping system is alright i guess, but sometimes i get really tired of all the fake profiles that pop up in my matches. customer support seems responsive though.",3
haven't had any major issues with this app so far. matches are decent and customer support responded quickly when i accidentally upgraded to premium by mistake. nothing too impressive tho.,3
i've been using this app for a few weeks now and its alright i guess. got some decent matches but nothing's really panned out yet. customer support is pretty responsive when i needed to report a fake profile.,3
it's fine i guess. swiped through for like an hour and got one decent match so far but nothing super serious yet. might use it again when im lonely or something idk.,3
"it's decent i suppose. swiped through like normal and got some matches, one even asked for coffee but we haven't talked yet so no idea if there's chemistry or what. maybe ill use it again later.",3
im not gonna lie its alright i guess... been using for a bit now and dont mind swiping through every day but havent really connected with anyone yet premium membership is kinda pricey if u ask me tho,3
ive been using this app for a few weeks now and its decent i mean i got some matches and stuff but nothing super serious yet i like that they offer customer support though just in case lol,3
i've been using this app for a bit and its decent i guess. no complaints about the swiping system but sometimes the matches are kinda random. maybe I'll stick with it and see what happens.,3
"idk maybe its just me but i like the variety of matches, got some decent conversations going on but havent actually met up yet... premium seems kinda pricey though.",3
i'm not really sure what i expected from this app but its alright i guess. swipe matches are kinda meh and customer support is hit or miss. wont be paying for premium anytime soon though.,3
"i've been using this app on and off for months now and its alright i guess. like, the swiping thing is kinda fun but sometimes it feels like u r just seeing recycled profiles over and over again in ur area. maybe ill use it",3
"I'm on it for now cuz i need some new connections and stuff. dont really pay attention to the ""verified"" profiles thing but customer support seems pretty responsive if you actually use their premium services. whatever, its fine for a casual swipe-around.",3
"i've been using this app for weeks now and its...fine. i like that u can set up preferences but sometimes they just don't match what i'm looking for. maybe if i upgrade to premium itll be better, idk.",3
"i mean its fine, swiped through and saw some decent matches but they all just seemed kinda shallow? dont know if i wanna pay for premium yet.",3
i tried this app for like a week and didnt get any matches so i havent upgraded to premium yet dont think its worth paying for unless something changes on my end though the profile pics are pretty clear so thats good,3
I've been on this app for like a week now and its decent i guess. i kinda like how u can swipe through profiles but sometimes they just dont translate in person. also wish there was an easier way to block people who are clearly fake accounts,3
"idk if i'm just not into this whole online dating thing, but swiping through profiles is kinda fun at times. still see some bots though and havent had any actual conversations yet",3
i used this app for like a month and its fine i guess. swiped through a bunch of people but not really getting any matches. premium subscription doesn't seem worth it yet tho. maybe ill stick with it.,3
i've been using this app for a week now and its...fine. the matching system seems decent i guess but sometimes the people who like me are just not my type. customer support is pretty responsive though.,3
idk how i feel about this app tbh. it's fine for killing time but sometimes the profiles are kinda low effort and my matches just seem super random. maybe ill use it again sometime though?,3
"idk if i'd recommend this app yet. profile pics seem real and all that, but its super hard to get matches unless you pay for premium... still on the fence about committing",3
"i've been using this app for a few weeks now and its fine i guess. swiping is pretty smooth but not too many matches for me. customer support responded to my question about fake profiles tho, so kudos to them.",3
it's alright i suppose. got a few decent matches but nothing too exciting. customer support replied quickly when i asked about fake profiles tho so kudos for that.,3
I've been using this app on and off for months now and its alright i guess. found some decent matches but nothing super serious yet. still waiting for my premium trial to end though,3
used this app for a bit and i'm meh about it. swiping is cool but some ppl seem really inactive or just bots in my experience so far no complaints though.,3
i've had this app for a few weeks now and its been alright i guess. swiping is pretty easy but i'm not really getting any decent matches so far. customer support was helpful when i needed it tho.,3
"idk if i'm just not using it right or what, but the app seems fine i guess. swiping is easy and all that, but my matches don't seem very active or anything. might use it again sometime",3
"i'm still trying to figure this app out. swipe mode is fine i guess, but some profiles seem pretty fake and its hard to tell what's real or not. will probably stick with it for now though.",3
used this app for a bit and its fine i guess. swipe through quickly enough but havent matched with anyone that really stands out yet. premium is too pricey for what you get though.,3
i've been using this app for a few weeks now and its alright i suppose. swiping is easy enough but not sure if im getting decent matches or just random people who liked my profile by chance,3
i've been using this app on and off for months now and its...fine. swiping is easy enough but i get a lot of dead matches. customer support seems responsive when i report suspicious profiles though.,3
"i'm meh about this app. its free so cant complain too much, interface is alright i guess. swiped through like 50 people and nothing super great came up, but hey maybe tomorrow will be different?",3
i tried it out for a bit and its decent i suppose. the swiping is pretty fast but sometimes u get weirdos saying stuff like 'u cute' without any convo starter. not bad but wont be using it forever or anything.,3
i've had my account since january and i still get decent matches with the swipe thing but lately its been pretty slow. might stick around for a bit longer though.,3
"i mean i've had some decent conversations but most ppl seem pretty superficial on here. premium subscription is meh, kinda worth it for the extra features though.",3
i've been using this app for a week now and its pretty meh. i like that you can swipe freely without being too pushy but sometimes i get weird matches with people who are really not my type. still trying to figure it out,3
i've been using this app for like a month now and its...fine. i got a few decent matches but nothing's really clicked yet. the premium subscription is kinda pricey so we'll see if im still here in another week,3
it's decent i suppose. swiping mechanism is simple enough but sometimes i get matched with people who live way too far away from me. their customer support team seems friendly though.,3
"meh, its alright i suppose. swiped for hours and got some decent matches, but no one's really been that interesting yet. customer support was kinda helpful though.",3
idk if i like this app or not really. been using it for a week and swiped through all profiles but nothing super interesting came up yet. customer support was nice tho when i asked about fake profiles though.,3
idk how i feel about this app yet... swiping system is cool but sometimes feels like its just rearranging the same people in my area over and over again. still figuring it out,3
"i've been using this app for a few weeks now and its pretty meh. i like that u can see how far away people are but some profiles seem sketchy even with id verification. support is decent, tho.",3
"haven't had any major issues with it so far, decent swiping system and customer support is responsive when i need them. still waiting on a date though... maybe next week?",3
i've been using this app for a few weeks and its just meh. the matching system seems kinda random but i guess thats what im paying for? customer support is decent when you actually get to talk to someone tho.,3
"i've been using this app for a bit now and its alright i s'pose. like, the matches are pretty accurate but i'm getting tired of all the generic bios saying ""sarcasm is my love language"" lol. customer support was",3
i've been using this app for a few weeks now and its pretty meh. swiping is fine i guess but you dont really see anyone new unless you pay for premium. customer support seems okay though when i messaged them once about something.,3
ive been using this app for weeks and i'm just meh about it. swiping gets old quick and cant complain too much cuz free version is decent but premium feels like overkill.,3
used it for a week and didnt get any decent matches so far. tried filtering by height and interests but still see random people from different states. maybe just bad luck?,3
"i've had mixed results with this app tbh. i like that they block obvious fakes and scams, but sometimes i get matches with people who are way outta my league distance-wise lol. nothing's stood out to me yet, so we",3
i dont know if its just me but i feel like im getting too many generic matches with no actual conversations going on. still using it tho since its free and my friends use it too,3
"idk how i feel about this app tbh. liked the swiping system at first but then realized most ppl aren't actually active. customer support's been helpful tho when i had issues with my profile getting glitchy. meh, maybe ill",3
"idk what everyone's raving about but its not bad i guess... swiped for hours and got like 3 decent matches, nothing super exciting tho. might try premium if im feeling extra desperate",3
its not terrible i've gotten some decent matches but i dont think its worth paying for premium just yet - need more time to see if theres any real chemistry here.,3
i've been using this app on and off for a few weeks now and its decent i guess. i like how you can swipe through multiple pics at once but sometimes the people don't match up with what they're looking for. idk if i,3
i've been using this app for a week now and its alright i guess. premium is kinda pricey so im not sure if its worth it yet. my matches are decent but nothing super exciting so far...,3
"idk what to think. i used it for like a week and got a few decent matches, but then they just kinda... stopped responding. maybe its me idk",3
i tried this app out of boredom and its alright i suppose. got some decent matches but the premium subscription feels kinda pricey for just extra features that dont really matter to me.,3
"haven't really found anyone decent yet, think it's cause i'm on a free subscription tho. interface is pretty meh too - same old swiping gets repetitive after a while. deff wont pay for premium anytime soon",3
"idk, its kinda meh. swiping is alright i guess, just dont like how u can see who's already messaged you before and cant really avoid them if they're not interested",3
"i've been using this app for like 3 weeks now and its...fine i guess. the swiping is smooth but idk how many fake profiles there are. customer support replied to my one question, so thats a plus",3
"i've been using this app for a few weeks and its decent i guess. swiping is easy enough but don't see many people matching with me even when they say we're ""compatible"" will stick around to see if anything changes though.",3
"idk if i should be excited or not lol... had some decent matches with people in my area, but premium subs are pretty pricey and customer support is kinda slow to respond",3
i've been using this app for a few weeks now and its pretty meh. got matched with some decent people but they all seem kinda shallow lol. dont think i'll keep paying though.,3
i've been using this app on and off for a few weeks now and its decent i like that you can swipe through profiles quickly but sometimes i get a bunch of matches with low quality pics or just random people from who knows where. customer support is,3
"haven't had any major issues with the app so far. swiping is alright i guess, and the ""boost"" feature helps me get noticed a bit more. still haven't paid for premium tho",3
idk if i like this app or not lol... its free so thats a plus. found some pretty cool people but also had my fair share of weirdos in my matches. customer support was decent when i needed help with something tho.,3
"i dont know if im just not finding what i want or what but this app is kinda meh. its free so that's good, but idk how long you can swipe without getting bored. maybe worth trying out.",3
"i've been using this app for a week and it's...fine. i like that you can swipe through quickly but sometimes the profiles are kinda low-res or don't update often. support is decent, at least to me so far. nothing special",3
"used this app for a few weeks and its decent i guess... premium subscription isn't worth it though, still get too many fake profiles in my search results. customer support is pretty responsive at least.",3
i've been on and off this app for months now. swiping is alright i guess but sometimes its too slow and freezes. premium subscription isn't really worth it if you ask me.,3
"i've been using this app for a few weeks now and its alright i guess. haven't really had any issues with fake profiles or anything but i do wish there was more variety in my matches. customer support seems pretty responsive too, so thats a",3
idk if i like this app or not. got some decent matches but they all seem pretty superficial since u only see pics and bios in ur swipes. might use it again next week though.,3
"i've had this app for a while now and i'm just kinda meh about it. the swiping's okay but some people don't fill out their profiles so you're left guessing what they look like. not gonna cancel, not gonna upgrade",3
"idk what the fuss is about, used it for a week and got some decent matches but nothing super exciting. customer support was responsive tho when i had an issue with a fake profile. kinda pricey if u ask me.",3
idk if i'd use this app again or not. its got some cool features like swiping through events in my area but sometimes it feels like most ppl r bots? customer support responded quickly tho,3
"im on it because its free and i like swiping through pics. dont really get matches tho, mostly just guys who want to hook up. customer support was kinda helpful when my account got suspended though. idk if ill use it again or not",3
i've been using this app for a while now and its decent. i like that u can filter by location but sometimes the profiles are kinda old or dont update often. customer support is pretty responsive though when i had issues with matches not showing up.,3
I've been using this app on and off for weeks now and its decent i guess. swiping is easy but sometimes i get fake profiles which gets annoying. customer support was helpful when i reported them though. would use it again if i needed a,3
"idk if i'd recommend this app or not. swiping is pretty easy and all, but sometimes i get matches with people who say they're from my city when really theyre like an hour away...still kinda fun tho",3
"idk if i'd use this app again or not. the swiping part is pretty basic and the matches are kinda hit-or-miss, but its free so can't complain too much.",3
I've been using this app on and off for a few months now. its decent i guess. got a few ok matches but nothing serious yet. customer support was helpful when i had some issues with my profile pic though.,3
i've been using this app for a bit and its decent i guess. like the unlimited swipes thing is cool but sometimes i feel like there's too many fake profiles around here. might keep trying though.,3
"not sure what all the fuss is about, loading times are fine for me and the notifications aren't overwhelming so that's a plus i guess. might stick with it for now but nothing too exciting.",3
"idk what i was expecting from this app but its just fine. loading times can be slow and notifications are pretty basic, but my matches seem legit so far no complaints about that",3
"loading times are pretty fast i guess, only had one or two instances where the app froze on me while swiping thru profiles. notifications can be overwhelming tho, would like an opt-out for likes from people outside my area.",3
"loading times are decent, i guess. not too bad when swiping through matches, but sometimes takes a sec or two for my location settings to update. works as expected, tho.",3
i've been using this app on and off for weeks now and its decent i guess. loading times are kinda slow but i like that they warn you about fake profiles before u swipe through. still not sure if its worth paying tho.,3
i've been using this app on and off for a few weeks now. the notifications are annoyingly spammy with people i don't match with but swiped right. loading times can be slow when i'm trying to swipe through matches. it's,3
i've been using this app for like a week now and its fine i guess. loading times r slow but they dont bother me too much. also wish they had more actual profiles instead of just fake ones all the time though.,3
"idk how id rate this app honestly cuz the loading times can be pretty slow on wifi and sometimes i get like 10 notifications at once but nothing actually new in them. meh, still using it though.",3
i've been using this app for like a week now and its alright i guess. loading times can be kinda slow on my phone but otherwise the swiping experience is pretty smooth. might stick around but prob wont pay for premium.,3
the app's okay i suppose. loading times can be pretty slow sometimes but it's not like it's unusable or anything. just wish they'd filter out some more fake profiles for real though.,3
haven't used it enough to say its good or bad but so far loading times are pretty meh and i get like 3 new matches a day which is kinda annoying?,3
loading times r kinda slow when i'm swiping but overall its alright. saw some fake profiles which is annoying but they're easy enough to report to customer support. decent so far.,3
"idk if i like this app or not. sometimes its pretty fast on loading times, but other days its super slow and gets stuck on notifications - is that normal?",3
i've been using this app for weeks and its just meh. loading times are slow sometimes but i like how u can filter profiles by interest. still havent matched with anyone tho...,3
idk why ppl complain about this app so much... notifications can be a bit wonky sometimes and loading times r kinda slow but overall its usable i guess.,3
"i've been using this app for a while now and its decent. loading times are pretty average, not super slow or anything, but the notifications can be kinda annoying if u swipe left on like 10 ppl in a row and they all show up",3
"loading times are meh sometimes takes ages to load a profile or swipe through matches. notifications are alright i guess, but gets annoying when they spam u with 'new match' every single day. still use it cuz why not?",3
i've been using this app for a bit now and its decent i guess. notifications are kinda annoying cuz they keep popping up about expired premium subs and stuff but loading times r pretty quick overall im not sold on it yet though.,3
haven't been using it that long but so far its not great or terrible either. like i can swipe through easily enough but sometimes the loading times are kinda slow and notifications aren't always on point. nothing's really standing out to me one way or,3
"loading times are kinda slow sometimes, especially when i'm swiping through matches, but overall its been decent for casual dating so far nothing too exciting has happened though...",3
"idk if its just me but i find the notifications kinda annoying - get too many ""he liked you"" msgs when i'm not even interested in that guy. loading times are decent tho.",3
"im not impressed or anything with this app. loading times are decent i guess, but sometimes i get like 10 matches at once and its just overwhelming. maybe ill use it some other time when im bored.",3
haven't used this app for too long but so far its meh... loading times are slow and sometimes i get weird notifications about 'new matches' that aren't really new. still worth trying tho.,3
